x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0.12454688966091167,-0.08782107996013758,-0.05110414129921235,-0.06757814500912905,0.14717665869560256,-0.11554385553609312,0.19242234419008775,-0.01077721785897429,-0.28056985475972357,-0.0807474894510904,0.16716911182239677,0.13035937570775177,0.11052929587687366,0.1361466024996846,0.0028664267282589497,0.17780541529640656
-0.23379497152351136,-0.02242508874624294,-0.140327390039605,0.09489408721167361,-0.02554202640922582,-0.02118811707163031,-0.18688911874758268,-0.05982136440097183,-0.15312993188753798,-0.1489541495816575,0.06566878329930245,0.08560501334084779,-0.04642835726173415,0.017134886311013533,-0.04673442813568798,0.19392400407660396
-0.12131015928735434,-0.23182349041235792,0.15588810362565642,0.13981074385101108,0.14258461340034242,-0.009369046290868205,-0.029939796315458005,0.0974160836021322,-0.01853531943019565,-0.00588082472787145,-0.12506524700136104,-0.004934763402181526,-0.031513461856762154,-0.07293039063484255,0.035969473540297114,-0.08219938894896034
-0.0632479827320506,0.08422371309444632,0.004635413071986689,0.05342384110171418,-0.06710435014269711,-0.12622368833213327,-0.06055521743254445,-0.10772154995062626,-0.09308991589402836,-0.05522966379644095,0.003928804749071943,0.012126741713004272,0.0537373115878996,0.08464849410815058,-0.05260978938496651,-0.22485910814092233
0.0635888577251321,0.02473105281668609,-0.08319116540668996,0.04593161512389455,-0.17492049860012363,0.06893629010403847,0.023527159778847076,0.198638503110315,0.003960589974485369,-0.03583418042154497,-0.03740622491076286,0.002935746102052289,0.15177453529621654,0.145050734579145,0.1906151362665354,-0.14987493163461987
0.17244891800973197,0.18249022216888405,0.20027806740082857,0.09812569016731068,-0.08740831932116418,-0.017135441000273036,0.07279603917438872,-0.13819642120918932,-0.08191139836720585,0.2040951119250934,0.0960386201747168,0.07097535874002772,0.02553543078941311,-0.199017363314793,0.06599607723702297,-0.1763279115130712
-0.16287105126569162,0.1257409953783216,-0.07758799305641763,0.1823657414400745,-0.1309546745596974,-0.0008942556823436983,0.17648146180114543,0.058612671614943684,0.054136376607192865,0.10533598521646809,0.2473884069641418,0.22111093919917535,0.06589851654997546,0.05331781081438351,-0.008284424458399588,0.06406584838363306
0.027540375465310962,0.025644459320591298,0.051165749922783034,-0.15578830142703554,-0.028460655843716893,0.07787723395002898,-0.17345526337697575,-0.004970916901104889,-0.02574699339979158,0.020502920815335102,-0.12978166103100644,-0.08357792825806809,-0.19226775818916544,0.01289896984052974,0.08015590224022505,0.1011782848103202
-0.06645707224608491,0.19518970110830586,-0.06808689847326321,-0.0875707709880353,0.11510258241813329,0.1484032325232153,-0.018717912638128865,-0.08591827225597835,0.10009056717010224,-0.080776850088004,0.17650261140556325,0.07344536345144931,-0.21897233354678675,0.09373591558826921,-0.03629881371729798,-0.016219259965475463
0.2953316384958962,-0.11776663894245705,-0.15718789633906102,0.03131720989762947,0.020914462652634646,0.09049224518680588,0.012996483188634514,0.015011083577267532,-0.07445014992001434,-0.2399472376381213,-0.11939560911112176,0.016774630826542198,-0.014678153139452609,0.07647736980861564,0.13626637704945985,-0.04214868086401253
