K,Repeat,d_PCA,Method,β,β_star,Novelty,Diversity,Energy,SeqID,ValidAA,KL_AA
20,1,17,Bootstrap,54.0,2.718281888383306,-1.1324274851176597e-16,1.001978538589363,-0.4999999999997852,0.8473118279569891,1.0,0.023392968648944218
20,1,17,SA (generation),5.0,2.718281888383306,0.45223015656486476,0.9996566283545587,0.9958357518600801,0.7251612903225805,1.0,0.013332175799160633
20,1,17,Gaussian pert.,54.0,2.718281888383306,0.0029294966042076108,0.9969227074949657,-0.49690098200898764,0.8479569892473118,1.0,0.025114010372103344
20,1,17,Convex comb.,54.0,2.718281888383306,0.3690217568645087,0.9945879082350318,-0.12084797508669301,0.7096774193548389,1.0,0.6403336723114866
20,1,17,SA (retrieval),54.0,2.718281888383306,0.12530575696223192,0.9693511235983304,-0.34345390870622194,0.8204301075268818,1.0,0.09373757684726025
20,2,18,Bootstrap,54.0,2.718281888383306,-1.1842378929335003e-16,1.0016090884305755,-0.49999999999977907,0.8632258064516128,1.0,0.02014113525620395
20,2,18,SA (generation),5.0,2.718281888383306,0.4834745392770183,0.997408861412871,1.0989867754800349,0.6795698924731183,1.0,0.01358840897137299
20,2,18,Gaussian pert.,54.0,2.718281888383306,0.00312302924330457,1.0006725843433018,-0.49666780185061216,0.864301075268817,1.0,0.020802428974555937
20,2,18,Convex comb.,54.0,2.718281888383306,0.36905262698336583,0.9937653781817827,-0.12063689570954192,0.5630107526881719,1.0,0.73959760792011
20,2,18,SA (retrieval),54.0,2.718281888383306,0.12463842341223633,0.9672623029831311,-0.3355501511961965,0.830752688172043,1.0,0.03707426137847932
20,3,18,Bootstrap,54.0,2.718281888383306,-9.769962616701378e-17,1.002146820712166,-0.4999999999997729,0.8382795698924732,1.0,0.02577662095726089
20,3,18,SA (generation),5.0,2.718281888383306,0.4667328979777599,0.9991533692635173,1.1041709273251405,0.6926881720430107,1.0,0.02979146374788931
20,3,18,Gaussian pert.,54.0,2.718281888383306,0.0031303977266810713,0.9953212004907595,-0.4966464733270142,0.8359139784946235,1.0,0.03260345898782579
20,3,18,Convex comb.,54.0,2.718281888383306,0.36265647634019416,1.0002907880627678,-0.12284997983079085,0.5772043010752687,1.0,1.0125311810904003
20,3,18,SA (retrieval),54.0,2.718281888383306,0.13071761528928807,0.9898119355530518,-0.33532337282100544,0.8195698924731183,1.0,0.04816774765882555
20,4,18,Bootstrap,54.0,2.718281888383306,-1.4802973661668753e-16,0.998548542514236,-0.49999999999976924,0.8165591397849462,1.0,0.025982319359497415
20,4,18,SA (generation),5.0,2.718281888383306,0.48182208326427,0.9968481966488179,1.1062249511525433,0.7075268817204301,1.0,0.023737333262420092
20,4,18,Gaussian pert.,54.0,2.718281888383306,0.0030252453150356215,0.9973402526380329,-0.4967509383392178,0.8178494623655914,1.0,0.025824981595053684
20,4,18,Convex comb.,54.0,2.718281888383306,0.3688990358198864,0.9928207827038525,-0.12097317857414261,0.6516129032258063,1.0,0.9993299478041435
20,4,18,SA (retrieval),54.0,2.718281888383306,0.131569907608079,0.977892145509503,-0.33435780339134613,0.8043010752688172,1.0,0.03236984502491761
20,5,17,Bootstrap,54.0,2.718281888383306,-9.62193288008469e-17,0.9989858118206568,-0.5000000885370671,0.8197849462365591,1.0,0.02960651102132022
20,5,17,SA (generation),5.0,2.718281888383306,0.46693445693292734,0.9992853326116279,1.0158713238938417,0.7200000000000001,1.0,0.012898503615899662
20,5,17,Gaussian pert.,54.0,2.718281888383306,0.0029220893509128805,1.0000065419151813,-0.49687481263577504,0.8227956989247311,1.0,0.028055208222522603
20,5,17,Convex comb.,54.0,2.718281888383306,0.34259835645168624,0.9986882157029008,-0.12704198771022632,0.6537634408602151,1.0,0.6509800601742721
20,5,17,SA (retrieval),54.0,2.718281888383306,0.12616159476182973,0.9760594135491567,-0.3406650237369731,0.8333333333333333,1.0,0.021117761375072645
50,1,42,Bootstrap,65.0,3.234325130694131,-1.0436096431476471e-16,0.9993061120605838,-0.5000000000007186,0.84,1.0,0.02612725540499901
50,1,42,SA (generation),6.0,3.234325130694131,0.5977730684532778,0.9989536480473318,2.799012965515576,0.6236559139784945,1.0,0.010457215754734437
50,1,42,Gaussian pert.,65.0,3.234325130694131,0.006312764102697334,0.9995301239071345,-0.49352674614097414,0.8406451612903225,1.0,0.026718586765046636
50,1,42,Convex comb.,65.0,3.234325130694131,0.4654793502320847,0.9938878277074046,-0.0816249597641198,0.6062365591397849,1.0,0.7852129603234381
50,1,42,SA (retrieval),65.0,3.234325130694131,0.21913860971631208,0.9925850497738584,-0.1785213768608052,0.7896774193548386,1.0,0.0300802780665221
50,2,41,Bootstrap,65.0,3.234325130694131,-9.177843670234627e-17,0.9992906305693343,-0.5000000000074217,0.813763440860215,1.0,0.04723524980107952
50,2,41,SA (generation),6.0,3.234325130694131,0.6032093043021723,0.9999976753959656,2.715854001959564,0.6288172043010752,1.0,0.026468329267754147
50,2,41,Gaussian pert.,65.0,3.234325130694131,0.00617015168986307,0.9990569388927636,-0.4936265309245756,0.8126881720430107,1.0,0.0479137830503972
50,2,41,Convex comb.,65.0,3.234325130694131,0.4503561915574577,0.9862795379321737,-0.08264835784685859,0.6703225806451611,1.0,0.5579928701261574
50,2,41,SA (retrieval),65.0,3.234325130694131,0.2205921257017862,0.9961528374550833,-0.17875947589752794,0.7608602150537633,1.0,0.050391649713390836
50,3,42,Bootstrap,77.0,3.8483348970335034,6.957397620984315e-17,1.0013187623607898,-0.49999999999976763,0.842795698924731,1.0,0.02341324320299193
50,3,42,SA (generation),8.0,3.8483348970335034,0.5804597689237452,0.9996604662933557,2.046297160920935,0.6556989247311827,1.0,0.02196013824911419
50,3,42,Gaussian pert.,77.0,3.8483348970335034,0.00541225136117539,1.0007101650627857,-0.4944192847178732,0.8346236559139784,1.0,0.025069179831998002
50,3,42,Convex comb.,77.0,3.8483348970335034,0.47698089552981005,0.9910248954815123,-0.07454658675980819,0.6636559139784945,1.0,2.016700970817398
50,3,42,SA (retrieval),77.0,3.8483348970335034,0.19473226716154593,0.9947138414936801,-0.22732423729784823,0.7851612903225806,1.0,0.03450935349230435
50,4,42,Bootstrap,65.0,3.234325130694131,-1.2878587085651815e-16,0.9969398853626592,-0.500000390720951,0.8348387096774194,1.0,0.024258857523348578
50,4,42,SA (generation),6.0,3.234325130694131,0.5889940013314704,0.9992624893672842,2.7666546335156315,0.62752688172043,1.0,0.012295470401298733
50,4,42,Gaussian pert.,65.0,3.234325130694131,0.006207336309858409,0.9967308267091145,-0.4935993903096312,0.8324731182795699,1.0,0.02098813409808989
50,4,42,Convex comb.,65.0,3.234325130694131,0.44876711577829714,0.9932524889417118,-0.08241681023614937,0.6380645161290324,1.0,0.9046459849983186
50,4,42,SA (retrieval),65.0,3.234325130694131,0.2169613594401167,0.9967546204692724,-0.17732226962304373,0.7920430107526882,1.0,0.026067657781628936
50,5,42,Bootstrap,65.0,3.234325130694131,2.2944609175586568e-17,1.000809942736733,-0.5000000000030178,0.8447311827956989,1.0,0.014250665255743943
50,5,42,SA (generation),6.0,3.234325130694131,0.593092734260955,0.9992395297710852,2.780864906248832,0.6352688172043011,1.0,0.01816970066270964
50,5,42,Gaussian pert.,65.0,3.234325130694131,0.006229020477995795,1.0007733420627425,-0.4935709642417035,0.844516129032258,1.0,0.018667014000384563
50,5,42,Convex comb.,65.0,3.234325130694131,0.47488311615506634,0.9987568106138762,-0.07800607609656902,0.6402150537634408,1.0,1.790679103831983
50,5,42,SA (retrieval),65.0,3.234325130694131,0.2194675897812222,0.9968877365935194,-0.17779457599812817,0.7754838709677417,1.0,0.10466736150594629
100,1,77,Bootstrap,77.0,3.8483348970335034,-8.585724723767877e-17,0.9995925151326219,-0.5000000002841639,0.8251612903225807,1.0,0.02737687304527749
100,1,77,SA (generation),8.0,3.8483348970335034,0.6654375493197635,1.0008765326505704,4.343403561905072,0.5832258064516129,1.0,0.013034942537181082
100,1,77,Gaussian pert.,77.0,3.8483348970335034,0.009850792313429927,1.0010687871019293,-0.48987057425282726,0.8294623655913979,1.0,0.029149454075451883
100,1,77,Convex comb.,77.0,3.8483348970335034,0.5327512206490076,0.9943729362395163,-0.06619509147206101,0.6118279569892473,1.0,1.8736181979260116
100,1,77,SA (retrieval),77.0,3.8483348970335034,0.28621600055215674,0.992333748673412,0.0027276288004946035,0.7707526881720432,1.0,0.0466851758984272
100,2,77,Bootstrap,77.0,3.8483348970335034,-5.4030853865090954e-17,1.000093039758157,-0.5000000000036717,0.8258064516129031,1.0,0.025268276582549064
