Family,SeqIdx,MaxID,MinSubs,SeqLen
RRM,1,0.49295774647887325,36,71
RRM,2,0.5070422535211268,35,71
RRM,3,0.5492957746478874,32,71
RRM,4,0.4647887323943662,38,71
RRM,5,0.5915492957746479,29,71
RRM,6,0.6056338028169014,28,71
RRM,7,0.5915492957746479,29,71
RRM,8,0.4788732394366197,37,71
RRM,9,0.4788732394366197,37,71
RRM,10,0.5070422535211268,35,71
RRM,11,0.5352112676056338,33,71
RRM,12,0.5774647887323944,30,71
RRM,13,0.5492957746478874,32,71
RRM,14,0.676056338028169,23,71
RRM,15,0.5070422535211268,35,71
RRM,16,0.43661971830985913,40,71
RRM,17,0.5070422535211268,35,71
RRM,18,0.4788732394366197,37,71
RRM,19,0.49295774647887325,36,71
RRM,20,0.5352112676056338,33,71
RRM,21,0.5211267605633803,34,71
RRM,22,0.4647887323943662,38,71
RRM,23,0.4788732394366197,37,71
RRM,24,0.6338028169014085,26,71
RRM,25,0.5774647887323944,30,71
RRM,26,0.49295774647887325,36,71
RRM,27,0.5211267605633803,34,71
RRM,28,0.6056338028169014,28,71
RRM,29,0.4647887323943662,38,71
RRM,30,0.43661971830985913,40,71
RRM,31,0.5352112676056338,33,71
RRM,32,0.4647887323943662,38,71
RRM,33,0.5211267605633803,34,71
RRM,34,0.4647887323943662,38,71
RRM,35,0.5070422535211268,35,71
RRM,36,0.5492957746478874,32,71
RRM,37,0.5070422535211268,35,71
RRM,38,0.676056338028169,23,71
RRM,39,0.5492957746478874,32,71
RRM,40,0.5352112676056338,33,71
RRM,41,0.5070422535211268,35,71
RRM,42,0.49295774647887325,36,71
RRM,43,0.6197183098591549,27,71
RRM,44,0.4507042253521127,39,71
RRM,45,0.4788732394366197,37,71
RRM,46,0.5352112676056338,33,71
RRM,47,0.49295774647887325,36,71
RRM,48,0.6619718309859155,24,71
RRM,49,0.6197183098591549,27,71
RRM,50,0.49295774647887325,36,71
RRM,51,0.5633802816901409,31,71
RRM,52,0.49295774647887325,36,71
RRM,53,0.5492957746478874,32,71
RRM,54,0.5774647887323944,30,71
RRM,55,0.5070422535211268,35,71
RRM,56,0.6338028169014085,26,71
RRM,57,0.5352112676056338,33,71
RRM,58,0.5633802816901409,31,71
RRM,59,0.5211267605633803,34,71
RRM,60,0.6338028169014085,26,71
RRM,61,0.5492957746478874,32,71
RRM,62,0.5070422535211268,35,71
RRM,63,0.5633802816901409,31,71
RRM,64,0.49295774647887325,36,71
RRM,65,0.5352112676056338,33,71
RRM,66,0.4788732394366197,37,71
RRM,67,0.5352112676056338,33,71
RRM,68,0.5211267605633803,34,71
RRM,69,0.5633802816901409,31,71
RRM,70,0.49295774647887325,36,71
RRM,71,0.5774647887323944,30,71
RRM,72,0.4788732394366197,37,71
RRM,73,0.647887323943662,25,71
RRM,74,0.5352112676056338,33,71
RRM,75,0.5915492957746479,29,71
RRM,76,0.5492957746478874,32,71
RRM,77,0.4647887323943662,38,71
RRM,78,0.5070422535211268,35,71
RRM,79,0.5352112676056338,33,71
RRM,80,0.5633802816901409,31,71
RRM,81,0.5070422535211268,35,71
RRM,82,0.5915492957746479,29,71
RRM,83,0.4788732394366197,37,71
RRM,84,0.4788732394366197,37,71
RRM,85,0.5915492957746479,29,71
RRM,86,0.49295774647887325,36,71
RRM,87,0.4788732394366197,37,71
RRM,88,0.5211267605633803,34,71
RRM,89,0.4647887323943662,38,71
RRM,90,0.6619718309859155,24,71
RRM,91,0.49295774647887325,36,71
RRM,92,0.4788732394366197,37,71
RRM,93,0.4647887323943662,38,71
RRM,94,0.5211267605633803,34,71
RRM,95,0.5070422535211268,35,71
RRM,96,0.5915492957746479,29,71
RRM,97,0.5915492957746479,29,71
RRM,98,0.49295774647887325,36,71
RRM,99,0.5915492957746479,29,71
RRM,100,0.4788732394366197,37,71
RRM,101,0.5070422535211268,35,71
RRM,102,0.7183098591549296,20,71
RRM,103,0.6197183098591549,27,71
RRM,104,0.5211267605633803,34,71
RRM,105,0.5633802816901409,31,71
RRM,106,0.5915492957746479,29,71
RRM,107,0.6056338028169014,28,71
RRM,108,0.647887323943662,25,71
RRM,109,0.5774647887323944,30,71
RRM,110,0.5492957746478874,32,71
RRM,111,0.49295774647887325,36,71
RRM,112,0.5352112676056338,33,71
RRM,113,0.5352112676056338,33,71
RRM,114,0.5211267605633803,34,71
RRM,115,0.5211267605633803,34,71
RRM,116,0.5352112676056338,33,71
RRM,117,0.5774647887323944,30,71
RRM,118,0.7605633802816901,17,71
RRM,119,0.6056338028169014,28,71
RRM,120,0.4647887323943662,38,71
RRM,121,0.676056338028169,23,71
RRM,122,0.49295774647887325,36,71
RRM,123,0.5211267605633803,34,71
RRM,124,0.5352112676056338,33,71
RRM,125,0.5211267605633803,34,71
