x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.239731502155649,0.046065736807596486,0.027353071517127917,0.1433736608122719,-0.04983185830155064,-0.07741340624290666,0.08933074457395328,0.08066782289314259,-0.1816775163120205,-0.012460220166644102
-0.05509265304219168,-0.1096425254208938,-0.025662980392144003,0.10606629466146292,0.010061219177552152,-0.05826300275320377,0.05748673786532768,-0.03375612223231008,0.08380651483533401,-0.01080237704053978
-0.04861262584588669,0.06367968348529844,0.09905942838467421,-0.0017421445940456464,0.08273785741036996,0.033822693915287014,0.29717485150364176,0.09330281056877568,0.034879653194316684,0.06007927568376989
-0.25621167188489946,0.0461642385434856,-0.2243094522892748,0.06589653461757931,0.10794044201344768,-0.2875805782898113,-0.042773897939989224,-0.10281794173105199,0.09984022580120239,-0.11834735003049518
-0.03158726771875624,0.006312988633372042,0.07942990217594208,0.2041038078243622,0.08530168443033409,-0.3335938184378688,0.11457671304561297,-0.03532681495659228,-0.044301734847178316,-0.02148731618803787
0.12596859292948484,0.09028412418301977,-0.12218460417259855,-0.16505449110867315,0.27639159468740204,-0.014438693460820062,0.033408713139659506,0.015484412031983082,0.2204204134862983,0.03739569202772906
0.005385146321945017,-0.07869580630990593,-0.18146571042029547,0.013256054809368294,0.02856910554815409,0.08128172530648661,0.15545879744953658,-0.016625919864748043,-0.039025171006153644,-0.14437493480516295
0.21486614414765942,-0.08278859015619736,0.00769381032006522,-0.13509759162449592,0.08210577010590663,-0.11318397136102012,-0.042706849728762285,0.16511041179388178,0.10737187503290622,-0.13514557157125603
-0.13149971919422196,0.00267059347022437,0.13329262482358287,0.026257991795421525,-0.25639737107611166,0.013057277776906035,-0.022134906817760647,0.21460040488886473,-0.24001103122403836,-0.04945794792775409
-0.005554810870980436,-0.12327586031603527,0.15446895392030802,-0.023161684322959227,-0.005680723425567584,0.05612250611600275,0.09775313752046873,-0.13890641472664877,0.16909270779452854,0.0030908694447378863
0.1790339093687282,0.02543708097693619,-0.05138994683178824,0.06235312617489254,0.12489657659499617,0.0793508778863981,-0.09531058896373741,0.19228989662566093,0.11303602197925092,0.0703664208027733
-0.10961712294651017,-0.1594157893410804,0.047825241484976536,-0.11498873669424624,0.02027026383370334,-0.16461694556446446,0.02255905012148156,-0.16336238223742972,-0.06610622492937845,-0.11447564474579403
-0.05125235281087302,-0.11287235322580098,-0.16987534627828438,-0.030608545018910648,0.10374713611696959,-0.02639107824092809,-0.00852787340640341,0.003775709168194292,-0.07870170679929674,-0.02804661675918843
-0.04852572553836056,0.0668735642388888,-0.12871627587826515,0.0814410866216848,-0.13268589637940462,-0.19855705287936426,-0.17515739641179656,0.13330979362506956,-0.026925496168420986,-0.08975102240613829
-0.003597470040925789,0.07097046410108152,0.047844697754767185,0.13008754623768398,-0.024964414171175477,-0.13598028078805477,-0.09334786722759958,-0.1347680526784764,-0.05624536475188349,-0.04633224840632618
-0.08067098553234492,0.19926219087694455,-0.06621290079688283,0.14958535165570006,-0.19507021480223183,0.00628746738168831,-0.0006753109894425419,0.10003582833571682,0.06044315409886347,-0.07861001472348882
0.2359483727056999,0.05919619588304629,-0.1298077465843133,-0.08189386416762998,0.19407922244607356,-0.1139671045488962,-0.12309288524700421,0.07270755411985028,0.06958009899271081,-0.05435779451024769
0.005017678770354401,-0.027283163219443296,0.15642638449477828,0.12606912405460674,0.18181488049955521,0.1298396414151302,-0.03227503537985898,-0.038647630070868196,-0.00017219136338108502,0.01026643173898724
0.014396888448698119,0.09108136965145053,-0.07531875554045535,0.25528607897191663,-0.15472923768887592,-0.0022202300515304935,0.017852852420818695,-0.31867270675070924,-0.20048449642101349,-0.05095110268370597
0.005338321460414843,-0.35752820456674933,-0.06954747069988157,0.07152099477783325,-0.08947040745112853,0.28561616381494925,-0.02175137060350622,0.043192913498760845,0.24034671499064783,0.36514872565573653
-0.05720529971757537,-0.16330054605505298,0.045528341579346585,0.12134421659639903,0.0032838737312240857,0.012028836769446327,-0.05170871606668458,0.05978984929346375,0.00426135822043745,0.01611424368551463
0.0012337803687355855,-0.05117393502886963,-0.04183499398349481,0.21112137457326197,0.2145175552632276,-0.11139996624633454,0.15658365236578384,-0.0046617099646260795,-0.06231903684204949,0.0559265619428104
-0.22208848384880764,0.1495720213765567,-0.1716368681515378,0.20227280450834165,0.038473836161701906,-0.10457749059632389,-0.06674618169154128,0.09167640356526992,0.07692289152847978,-0.17258346659987267
0.018880910033256957,-0.11598561178009367,-0.09110917294522104,0.13657831069636742,0.13284387303785428,0.1174238672785202,0.27193865748748697,0.039364108352357145,0.08347511744661819,0.029919570717786906
0.0884642105623894,0.0034842285599358713,0.08637802701828266,0.2615291140843874,0.07660802528631824,0.006584229505643672,-0.10982645645150645,-0.20396288641310253,0.21765498792651866,0.04770703082303776
